Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Race,Year
0 days 01:59:52.634000,OCO,31,0 days 00:01:37.229000,36.0,3.0,,,0 days 00:00:31.212000,0 days 00:00:42.148000,0 days 00:00:23.869000,0 days 01:58:46.596000,0 days 01:59:28.744000,0 days 01:59:52.613000,233.0,256.0,278.0,290.0,False,HARD,6.0,True,Alpine,0 days 01:58:15.405000,2024-03-02 16:01:57.836,1,17.0,False,,False,True,Bahrain,2024
0 days 02:01:29.214000,OCO,31,0 days 00:01:36.580000,37.0,3.0,,,0 days 00:00:31.059000,0 days 00:00:41.755000,0 days 00:00:23.766000,0 days 02:00:23.672000,0 days 02:01:05.427000,0 days 02:01:29.193000,231.0,256.0,279.0,294.0,False,HARD,7.0,True,Alpine,0 days 01:59:52.634000,2024-03-02 16:03:35.065,1,17.0,False,,False,True,Bahrain,2024
0 days 02:03:06.028000,OCO,31,0 days 00:01:36.814000,38.0,3.0,,,0 days 00:00:31.070000,0 days 00:00:41.869000,0 days 00:00:23.875000,0 days 02:02:00.263000,0 days 02:02:42.132000,0 days 02:03:06.007000,232.0,256.0,277.0,293.0,False,HARD,8.0,True,Alpine,0 days 02:01:29.214000,2024-03-02 16:05:11.645,1,17.0,False,,False,True,Bahrain,2024
0 days 02:04:42.580000,OCO,31,0 days 00:01:36.552000,39.0,3.0,,,0 days 00:00:31.088000,0 days 00:00:41.717000,0 days 00:00:23.747000,0 days 02:03:37.095000,0 days 02:04:18.812000,0 days 02:04:42.559000,,256.0,277.0,290.0,False,HARD,9.0,True,Alpine,0 days 02:03:06.028000,2024-03-02 16:06:48.459,1,17.0,False,,False,True,Bahrain,2024
0 days 02:06:19.188000,OCO,31,0 days 00:01:36.608000,40.0,3.0,,,0 days 00:00:31.053000,0 days 00:00:41.754000,0 days 00:00:23.801000,0 days 02:05:13.612000,0 days 02:05:55.366000,0 days 02:06:19.167000,233.0,254.0,277.0,291.0,False,HARD,10.0,True,Alpine,0 days 02:04:42.580000,2024-03-02 16:08:25.011,1,17.0,False,,False,True,Bahrain,2024
0 days 02:07:55.809000,OCO,31,0 days 00:01:36.621000,41.0,3.0,,,0 days 00:00:31.034000,0 days 00:00:41.826000,0 days 00:00:23.761000,0 days 02:06:50.201000,0 days 02:07:32.027000,0 days 02:07:55.788000,,255.0,278.0,290.0,False,HARD,11.0,True,Alpine,0 days 02:06:19.188000,2024-03-02 16:10:01.619,1,17.0,False,,False,True,Bahrain,2024
0 days 02:09:32.401000,OCO,31,0 days 00:01:36.592000,42.0,3.0,,,0 days 00:00:31.025000,0 days 00:00:41.766000,0 days 00:00:23.801000,0 days 02:08:26.813000,0 days 02:09:08.579000,0 days 02:09:32.380000,232.0,255.0,277.0,,False,HARD,12.0,True,Alpine,0 days 02:07:55.809000,2024-03-02 16:11:38.240,1,16.0,False,,False,True,Bahrain,2024
0 days 02:11:09.080000,OCO,31,0 days 00:01:36.679000,43.0,3.0,,,0 days 00:00:31.035000,0 days 00:00:41.852000,0 days 00:00:23.792000,0 days 02:10:03.415000,0 days 02:10:45.267000,0 days 02:11:09.059000,233.0,255.0,277.0,289.0,False,HARD,13.0,True,Alpine,0 days 02:09:32.401000,2024-03-02 16:13:14.832,1,16.0,False,,False,True,Bahrain,2024
0 days 02:12:45.729000,OCO,31,0 days 00:01:36.649000,44.0,3.0,,,0 days 00:00:31.094000,0 days 00:00:41.772000,0 days 00:00:23.783000,0 days 02:11:40.153000,0 days 02:12:21.925000,0 days 02:12:45.708000,232.0,255.0,277.0,290.0,False,HARD,14.0,True,Alpine,0 days 02:11:09.080000,2024-03-02 16:14:51.511,1,16.0,False,,False,True,Bahrain,2024
0 days 02:14:23.778000,OCO,31,0 days 00:01:38.049000,45.0,3.0,,,0 days 00:00:31.188000,0 days 00:00:43.027000,0 days 00:00:23.834000,0 days 02:13:16.896000,0 days 02:13:59.923000,0 days 02:14:23.757000,,257.0,279.0,,False,HARD,15.0,True,Alpine,0 days 02:12:45.729000,2024-03-02 16:16:28.160,1,16.0,False,,False,True,Bahrain,2024
0 days 02:16:00.753000,OCO,31,0 days 00:01:36.975000,46.0,3.0,,,0 days 00:00:31.151000,0 days 00:00:42.048000,0 days 00:00:23.776000,0 days 02:14:54.908000,0 days 02:15:36.956000,0 days 02:16:00.732000,231.0,257.0,277.0,294.0,False,HARD,16.0,True,Alpine,0 days 02:14:23.778000,2024-03-02 16:18:06.209,1,16.0,False,,False,True,Bahrain,2024
0 days 02:17:37.409000,OCO,31,0 days 00:01:36.656000,47.0,3.0,,,0 days 00:00:31.026000,0 days 00:00:41.861000,0 days 00:00:23.769000,0 days 02:16:31.758000,0 days 02:17:13.619000,0 days 02:17:37.388000,234.0,256.0,277.0,293.0,False,HARD,17.0,True,Alpine,0 days 02:16:00.753000,2024-03-02 16:19:43.184,1,16.0,False,,False,True,Bahrain,2024
0 days 02:19:14.526000,OCO,31,0 days 00:01:37.117000,48.0,3.0,,,0 days 00:00:31.177000,0 days 00:00:42.045000,0 days 00:00:23.895000,0 days 02:18:08.565000,0 days 02:18:50.610000,0 days 02:19:14.505000,,256.0,277.0,292.0,False,HARD,18.0,True,Alpine,0 days 02:17:37.409000,2024-03-02 16:21:19.840,1,16.0,False,,False,True,Bahrain,2024
0 days 02:20:52.252000,OCO,31,0 days 00:01:37.726000,49.0,3.0,,,0 days 00:00:31.483000,0 days 00:00:42.304000,0 days 00:00:23.939000,0 days 02:19:45.988000,0 days 02:20:28.292000,0 days 02:20:52.231000,235.0,257.0,279.0,,False,HARD,19.0,True,Alpine,0 days 02:19:14.526000,2024-03-02 16:22:56.957,1,16.0,False,,False,True,Bahrain,2024
0 days 02:22:30.036000,OCO,31,0 days 00:01:37.784000,50.0,3.0,,,0 days 00:00:31.552000,0 days 00:00:42.293000,0 days 00:00:23.939000,0 days 02:21:23.783000,0 days 02:22:06.076000,0 days 02:22:30.015000,232.0,258.0,279.0,295.0,False,HARD,20.0,True,Alpine,0 days 02:20:52.252000,2024-03-02 16:24:34.683,1,17.0,False,,False,True,Bahrain,2024
0 days 02:24:07.127000,OCO,31,0 days 00:01:37.091000,51.0,3.0,,,0 days 00:00:31.083000,0 days 00:00:42.138000,0 days 00:00:23.870000,0 days 02:23:01.098000,0 days 02:23:43.236000,0 days 02:24:07.106000,233.0,257.0,278.0,,False,HARD,21.0,True,Alpine,0 days 02:22:30.036000,2024-03-02 16:26:12.467,1,17.0,False,,False,True,Bahrain,2024
0 days 02:25:45.758000,OCO,31,0 days 00:01:38.631000,52.0,3.0,,,0 days 00:00:31.094000,0 days 00:00:42.116000,0 days 00:00:25.421000,0 days 02:24:38.200000,0 days 02:25:20.316000,0 days 02:25:45.737000,,257.0,285.0,292.0,False,HARD,22.0,True,Alpine,0 days 02:24:07.127000,2024-03-02 16:27:49.558,1,17.0,False,,False,True,Bahrain,2024
0 days 02:27:22.903000,OCO,31,0 days 00:01:37.145000,53.0,3.0,,,0 days 00:00:31.023000,0 days 00:00:42.181000,0 days 00:00:23.941000,0 days 02:26:16.760000,0 days 02:26:58.941000,0 days 02:27:22.882000,235.0,258.0,279.0,313.0,False,HARD,23.0,True,Alpine,0 days 02:25:45.758000,2024-03-02 16:29:28.189,1,17.0,False,,False,True,Bahrain,2024
0 days 02:29:01.610000,OCO,31,0 days 00:01:38.707000,54.0,3.0,,,0 days 00:00:32.402000,0 days 00:00:42.373000,0 days 00:00:23.932000,0 days 02:27:55.284000,0 days 02:28:37.657000,0 days 02:29:01.589000,234.0,258.0,279.0,294.0,False,HARD,24.0,True,Alpine,0 days 02:27:22.903000,2024-03-02 16:31:05.334,1,17.0,False,,False,True,Bahrain,2024
0 days 02:30:39.003000,OCO,31,0 days 00:01:37.393000,55.0,3.0,,,0 days 00:00:31.146000,0 days 00:00:42.266000,0 days 00:00:23.981000,0 days 02:29:32.735000,0 days 02:30:15.001000,0 days 02:30:38.982000,235.0,257.0,278.0,,False,HARD,25.0,True,Alpine,0 days 02:29:01.610000,2024-03-02 16:32:44.041,1,17.0,False,,False,True,Bahrain,2024
0 days 02:32:16.418000,OCO,31,0 days 00:01:37.415000,56.0,3.0,,,0 days 00:00:31.133000,0 days 00:00:42.224000,0 days 00:00:24.058000,0 days 02:31:10.115000,0 days 02:31:52.339000,0 days 02:32:16.397000,237.0,257.0,278.0,,False,HARD,26.0,True,Alpine,0 days 02:30:39.003000,2024-03-02 16:34:21.434,1,17.0,False,,False,True,Bahrain,2024
0 days 01:01:47.466000,GAS,10,,1.0,1.0,,,,0 days 00:00:43.704000,0 days 00:00:24.393000,,0 days 01:01:23.130000,0 days 01:01:47.590000,231.0,246.0,276.0,272.0,False,SOFT,1.0,True,Alpine,0 days 00:59:59.911000,2024-03-02 15:03:42.342,12,17.0,False,,False,False,Bahrain,2024
0 days 01:03:26.525000,GAS,10,0 days 00:01:39.059000,2.0,1.0,,,0 days 00:00:31.860000,0 days 00:00:42.743000,0 days 00:00:24.456000,0 days 01:02:19.316000,0 days 01:03:02.059000,0 days 01:03:26.515000,229.0,245.0,284.0,266.0,True,SOFT,2.0,True,Alpine,0 days 01:01:47.466000,2024-03-02 15:05:29.897,1,17.0,False,,False,True,Bahrain,2024
0 days 01:05:05.269000,GAS,10,0 days 00:01:38.744000,3.0,1.0,,,0 days 00:00:31.254000,0 days 00:00:42.848000,0 days 00:00:24.642000,0 days 01:03:57.769000,0 days 01:04:40.617000,0 days 01:05:05.259000,,245.0,283.0,302.0,True,SOFT,3.0,True,Alpine,0 days 01:03:26.525000,2024-03-02 15:07:08.956,1,17.0,False,,False,True,Bahrain,2024
0 days 01:06:43.772000,GAS,10,0 days 00:01:38.503000,4.0,1.0,,,0 days 00:00:31.305000,0 days 00:00:42.705000,0 days 00:00:24.493000,0 days 01:05:36.564000,0 days 01:06:19.269000,0 days 01:06:43.762000,228.0,249.0,284.0,,True,SOFT,4.0,True,Alpine,0 days 01:05:05.269000,2024-03-02 15:08:47.700,1,17.0,False,,False,True,Bahrain,2024
0 days 01:08:22.436000,GAS,10,0 days 00:01:38.664000,5.0,1.0,,,0 days 00:00:31.344000,0 days 00:00:42.718000,0 days 00:00:24.602000,0 days 01:07:15.106000,0 days 01:07:57.824000,0 days 01:08:22.426000,227.0,247.0,285.0,301.0,False,SOFT,5.0,True,Alpine,0 days 01:06:43.772000,2024-03-02 15:10:26.203,1,17.0,False,,False,True,Bahrain,2024
0 days 01:10:01.535000,GAS,10,0 days 00:01:39.099000,6.0,1.0,,,0 days 00:00:31.457000,0 days 00:00:42.995000,0 days 00:00:24.647000,0 days 01:08:53.883000,0 days 01:09:36.878000,0 days 01:10:01.525000,226.0,246.0,283.0,297.0,False,SOFT,6.0,True,Alpine,0 days 01:08:22.436000,2024-03-02 15:12:04.867,1,17.0,False,,False,True,Bahrain,2024
0 days 01:11:40.613000,GAS,10,0 days 00:01:39.078000,7.0,1.0,,,0 days 00:00:31.353000,0 days 00:00:43.110000,0 days 00:00:24.615000,0 days 01:10:32.878000,0 days 01:11:15.988000,0 days 01:11:40.603000,227.0,240.0,283.0,,False,SOFT,7.0,True,Alpine,0 days 01:10:01.535000,2024-03-02 15:13:43.966,1,17.0,False,,False,True,Bahrain,2024
0 days 01:13:19.900000,GAS,10,0 days 00:01:39.287000,8.0,1.0,,,0 days 00:00:31.210000,0 days 00:00:43.311000,0 days 00:00:24.766000,0 days 01:12:11.813000,0 days 01:12:55.124000,0 days 01:13:19.890000,230.0,248.0,284.0,304.0,False,SOFT,8.0,True,Alpine,0 days 01:11:40.613000,2024-03-02 15:15:23.044,1,17.0,False,,False,True,Bahrain,2024
0 days 01:14:59.352000,GAS,10,0 days 00:01:39.452000,9.0,1.0,,,0 days 00:00:31.400000,0 days 00:00:43.321000,0 days 00:00:24.731000,0 days 01:13:51.290000,0 days 01:14:34.611000,0 days 01:14:59.342000,228.0,245.0,283.0,310.0,False,SOFT,9.0,True,Alpine,0 days 01:13:19.900000,2024-03-02 15:17:02.331,1,17.0,False,,False,True,Bahrain,2024
0 days 01:16:38.281000,GAS,10,0 days 00:01:38.929000,10.0,1.0,,,0 days 00:00:31.383000,0 days 00:00:43.016000,0 days 00:00:24.530000,0 days 01:15:30.725000,0 days 01:16:13.741000,0 days 01:16:38.271000,229.0,252.0,279.0,300.0,False,SOFT,10.0,True,Alpine,0 days 01:14:59.352000,2024-03-02 15:18:41.783,12,14.0,False,,False,True,Bahrain,2024
0 days 01:18:16.937000,GAS,10,0 days 00:01:38.656000,11.0,1.0,,,0 days 00:00:31.329000,0 days 00:00:42.886000,0 days 00:00:24.441000,0 days 01:17:09.600000,0 days 01:17:52.486000,0 days 01:18:16.927000,,245.0,278.0,296.0,False,SOFT,11.0,True,Alpine,0 days 01:16:38.281000,2024-03-02 15:20:20.712,1,14.0,False,,False,True,Bahrain,2024
0 days 01:19:58.393000,GAS,10,0 days 00:01:41.456000,12.0,1.0,,0 days 01:19:56.823000,0 days 00:00:31.328000,0 days 00:00:42.787000,0 days 00:00:27.341000,0 days 01:18:48.255000,0 days 01:19:31.042000,0 days 01:19:58.383000,230.0,252.0,,301.0,False,SOFT,12.0,True,Alpine,0 days 01:18:16.937000,2024-03-02 15:21:59.368,1,12.0,False,,False,False,Bahrain,2024
0 days 01:22:02.958000,GAS,10,0 days 00:02:04.565000,13.0,2.0,0 days 01:20:26.625000,,0 days 00:00:57.710000,0 days 00:00:42.728000,0 days 00:00:24.127000,0 days 01:20:56.093000,0 days 01:21:38.821000,0 days 01:22:02.948000,228.0,252.0,275.0,215.0,False,HARD,1.0,True,Alpine,0 days 01:19:58.393000,2024-03-02 15:23:40.824,1,18.0,False,,False,False,Bahrain,2024
0 days 01:23:40.647000,GAS,10,0 days 00:01:37.689000,14.0,2.0,,,0 days 00:00:31.440000,0 days 00:00:42.233000,0 days 00:00:24.016000,0 days 01:22:34.388000,0 days 01:23:16.621000,0 days 01:23:40.637000,235.0,255.0,281.0,296.0,True,HARD,2.0,True,Alpine,0 days 01:22:02.958000,2024-03-02 15:25:45.389,1,19.0,False,,False,True,Bahrain,2024
0 days 01:25:18.139000,GAS,10,0 days 00:01:37.492000,15.0,2.0,,,0 days 00:00:30.978000,0 days 00:00:42.383000,0 days 00:00:24.131000,0 days 01:24:11.615000,0 days 01:24:53.998000,0 days 01:25:18.129000,227.0,254.0,282.0,311.0,True,HARD,3.0,True,Alpine,0 days 01:23:40.647000,2024-03-02 15:27:23.078,1,19.0,False,,False,True,Bahrain,2024
0 days 01:26:55.660000,GAS,10,0 days 00:01:37.521000,16.0,2.0,,,0 days 00:00:30.874000,0 days 00:00:42.396000,0 days 00:00:24.251000,0 days 01:25:49.003000,0 days 01:26:31.399000,0 days 01:26:55.650000,228.0,255.0,282.0,309.0,False,HARD,4.0,True,Alpine,0 days 01:25:18.139000,2024-03-02 15:29:00.570,1,19.0,False,,False,True,Bahrain,2024
0 days 01:28:33.609000,GAS,10,0 days 00:01:37.949000,17.0,2.0,,,0 days 00:00:31.153000,0 days 00:00:42.548000,0 days 00:00:24.248000,0 days 01:27:26.803000,0 days 01:28:09.351000,0 days 01:28:33.599000,,250.0,282.0,310.0,False,HARD,5.0,True,Alpine,0 days 01:26:55.660000,2024-03-02 15:30:38.091,1,19.0,False,,False,True,Bahrain,2024
0 days 01:30:11.400000,GAS,10,0 days 00:01:37.791000,18.0,2.0,,,0 days 00:00:30.980000,0 days 00:00:42.450000,0 days 00:00:24.361000,0 days 01:29:04.579000,0 days 01:29:47.029000,0 days 01:30:11.390000,229.0,251.0,283.0,312.0,False,HARD,6.0,True,Alpine,0 days 01:28:33.609000,2024-03-02 15:32:16.040,1,19.0,False,,False,True,Bahrain,2024
0 days 01:31:49.102000,GAS,10,0 days 00:01:37.702000,19.0,2.0,,,0 days 00:00:30.968000,0 days 00:00:42.470000,0 days 00:00:24.264000,0 days 01:30:42.358000,0 days 01:31:24.828000,0 days 01:31:49.092000,230.0,255.0,284.0,311.0,False,HARD,7.0,True,Alpine,0 days 01:30:11.400000,2024-03-02 15:33:53.831,1,19.0,False,,False,True,Bahrain,2024
0 days 01:33:27.138000,GAS,10,0 days 00:01:38.036000,20.0,2.0,,,0 days 00:00:31.193000,0 days 00:00:42.487000,0 days 00:00:24.356000,0 days 01:32:20.285000,0 days 01:33:02.772000,0 days 01:33:27.128000,231.0,254.0,282.0,303.0,False,HARD,8.0,True,Alpine,0 days 01:31:49.102000,2024-03-02 15:35:31.533,1,18.0,False,,False,True,Bahrain,2024
0 days 01:35:05.232000,GAS,10,0 days 00:01:38.094000,21.0,2.0,,,0 days 00:00:31.173000,0 days 00:00:42.541000,0 days 00:00:24.380000,0 days 01:33:58.301000,0 days 01:34:40.842000,0 days 01:35:05.222000,229.0,255.0,281.0,300.0,False,HARD,9.0,True,Alpine,0 days 01:33:27.138000,2024-03-02 15:37:09.569,1,18.0,False,,False,True,Bahrain,2024
0 days 01:36:43.100000,GAS,10,0 days 00:01:37.868000,22.0,2.0,,,0 days 00:00:31.145000,0 days 00:00:42.536000,0 days 00:00:24.187000,0 days 01:35:36.367000,0 days 01:36:18.903000,0 days 01:36:43.090000,230.0,254.0,282.0,308.0,False,HARD,10.0,True,Alpine,0 days 01:35:05.232000,2024-03-02 15:38:47.663,1,18.0,False,,False,True,Bahrain,2024
0 days 01:38:21.204000,GAS,10,0 days 00:01:38.104000,23.0,2.0,,,0 days 00:00:31.195000,0 days 00:00:42.586000,0 days 00:00:24.323000,0 days 01:37:14.285000,0 days 01:37:56.871000,0 days 01:38:21.194000,,254.0,282.0,305.0,False,HARD,11.0,True,Alpine,0 days 01:36:43.100000,2024-03-02 15:40:25.531,1,18.0,False,,False,True,Bahrain,2024
0 days 01:39:59.396000,GAS,10,0 days 00:01:38.192000,24.0,2.0,,,0 days 00:00:31.232000,0 days 00:00:42.570000,0 days 00:00:24.390000,0 days 01:38:52.426000,0 days 01:39:34.996000,0 days 01:39:59.386000,232.0,253.0,281.0,303.0,False,HARD,12.0,True,Alpine,0 days 01:38:21.204000,2024-03-02 15:42:03.635,1,18.0,False,,False,True,Bahrain,2024
0 days 01:41:37.556000,GAS,10,0 days 00:01:38.160000,25.0,2.0,,,0 days 00:00:31.096000,0 days 00:00:42.716000,0 days 00:00:24.348000,0 days 01:40:30.482000,0 days 01:41:13.198000,0 days 01:41:37.546000,231.0,255.0,281.0,308.0,False,HARD,13.0,True,Alpine,0 days 01:39:59.396000,2024-03-02 15:43:41.827,1,18.0,False,,False,True,Bahrain,2024
0 days 01:43:15.935000,GAS,10,0 days 00:01:38.379000,26.0,2.0,,,0 days 00:00:31.256000,0 days 00:00:42.673000,0 days 00:00:24.450000,0 days 01:42:08.802000,0 days 01:42:51.475000,0 days 01:43:15.925000,230.0,254.0,283.0,309.0,False,HARD,14.0,True,Alpine,0 days 01:41:37.556000,2024-03-02 15:45:19.987,1,18.0,False,,False,True,Bahrain,2024
0 days 01:44:54.335000,GAS,10,0 days 00:01:38.400000,27.0,2.0,,,0 days 00:00:31.171000,0 days 00:00:42.747000,0 days 00:00:24.482000,0 days 01:43:47.096000,0 days 01:44:29.843000,0 days 01:44:54.325000,,253.0,282.0,308.0,False,HARD,15.0,True,Alpine,0 days 01:43:15.935000,2024-03-02 15:46:58.366,1,18.0,False,,False,True,Bahrain,2024
0 days 01:46:32.950000,GAS,10,0 days 00:01:38.615000,28.0,2.0,,,0 days 00:00:31.351000,0 days 00:00:42.788000,0 days 00:00:24.476000,0 days 01:45:25.676000,0 days 01:46:08.464000,0 days 01:46:32.940000,232.0,253.0,282.0,299.0,False,HARD,16.0,True,Alpine,0 days 01:44:54.335000,2024-03-02 15:48:36.766,1,17.0,False,,False,True,Bahrain,2024
0 days 01:48:11.500000,GAS,10,0 days 00:01:38.550000,29.0,2.0,,,0 days 00:00:31.301000,0 days 00:00:42.807000,0 days 00:00:24.442000,0 days 01:47:04.241000,0 days 01:47:47.048000,0 days 01:48:11.490000,233.0,255.0,282.0,306.0,False,HARD,17.0,True,Alpine,0 days 01:46:32.950000,2024-03-02 15:50:15.381,1,16.0,False,,False,True,Bahrain,2024
0 days 01:49:50.332000,GAS,10,0 days 00:01:38.832000,30.0,2.0,,,0 days 00:00:31.368000,0 days 00:00:42.942000,0 days 00:00:24.522000,0 days 01:48:42.858000,0 days 01:49:25.800000,0 days 01:49:50.322000,231.0,256.0,280.0,302.0,False,HARD,18.0,True,Alpine,0 days 01:48:11.500000,2024-03-02 15:51:53.931,1,15.0,False,,False,True,Bahrain,2024
0 days 01:51:30.764000,GAS,10,0 days 00:01:40.432000,31.0,2.0,,0 days 01:51:29.011000,0 days 00:00:31.182000,0 days 00:00:42.455000,0 days 00:00:26.795000,0 days 01:50:21.504000,0 days 01:51:03.959000,0 days 01:51:30.754000,,254.0,,308.0,False,HARD,19.0,True,Alpine,0 days 01:49:50.332000,2024-03-02 15:53:32.763,1,16.0,False,,False,False,Bahrain,2024
0 days 01:53:30.534000,GAS,10,0 days 00:01:59.770000,32.0,3.0,0 days 01:51:55.547000,,0 days 00:00:53.980000,0 days 00:00:41.978000,0 days 00:00:23.812000,0 days 01:52:24.734000,0 days 01:53:06.712000,0 days 01:53:30.524000,232.0,251.0,276.0,219.0,False,HARD,1.0,True,Alpine,0 days 01:51:30.764000,2024-03-02 15:55:13.195,1,18.0,False,,False,False,Bahrain,2024
0 days 01:55:06.646000,GAS,10,0 days 00:01:36.112000,33.0,3.0,,,0 days 00:00:30.887000,0 days 00:00:41.506000,0 days 00:00:23.719000,0 days 01:54:01.411000,0 days 01:54:42.917000,0 days 01:55:06.636000,236.0,253.0,276.0,290.0,True,HARD,2.0,True,Alpine,0 days 01:53:30.534000,2024-03-02 15:57:12.965,1,18.0,False,,False,True,Bahrain,2024
0 days 01:56:43.268000,GAS,10,0 days 00:01:36.622000,34.0,3.0,,,0 days 00:00:31.142000,0 days 00:00:41.747000,0 days 00:00:23.733000,0 days 01:55:37.778000,0 days 01:56:19.525000,0 days 01:56:43.258000,229.0,255.0,277.0,287.0,False,HARD,3.0,True,Alpine,0 days 01:55:06.646000,2024-03-02 15:58:49.077,1,18.0,False,,False,True,Bahrain,2024
0 days 01:58:19.581000,GAS,10,0 days 00:01:36.313000,35.0,3.0,,,0 days 00:00:31.058000,0 days 00:00:41.573000,0 days 00:00:23.682000,0 days 01:57:14.316000,0 days 01:57:55.889000,0 days 01:58:19.571000,230.0,256.0,276.0,290.0,False,HARD,4.0,True,Alpine,0 days 01:56:43.268000,2024-03-02 16:00:25.699,1,18.0,False,,False,True,Bahrain,2024
0 days 01:59:56.031000,GAS,10,0 days 00:01:36.450000,36.0,3.0,,,0 days 00:00:31.034000,0 days 00:00:41.612000,0 days 00:00:23.804000,0 days 01:58:50.605000,0 days 01:59:32.217000,0 days 01:59:56.021000,232.0,255.0,277.0,,False,HARD,5.0,True,Alpine,0 days 01:58:19.581000,2024-03-02 16:02:02.012,1,18.0,False,,False,True,Bahrain,2024
0 days 02:01:32.660000,GAS,10,0 days 00:01:36.629000,37.0,3.0,,,0 days 00:00:31.148000,0 days 00:00:41.595000,0 days 00:00:23.886000,0 days 02:00:27.169000,0 days 02:01:08.764000,0 days 02:01:32.650000,,255.0,277.0,291.0,False,HARD,6.0,True,Alpine,0 days 01:59:56.031000,2024-03-02 16:03:38.462,1,18.0,False,,False,True,Bahrain,2024
0 days 02:03:09.462000,GAS,10,0 days 00:01:36.802000,38.0,3.0,,,0 days 00:00:31.122000,0 days 00:00:41.764000,0 days 00:00:23.916000,0 days 02:02:03.772000,0 days 02:02:45.536000,0 days 02:03:09.452000,231.0,256.0,277.0,289.0,False,HARD,7.0,True,Alpine,0 days 02:01:32.660000,2024-03-02 16:05:15.091,1,18.0,False,,False,True,Bahrain,2024
0 days 02:04:45.999000,GAS,10,0 days 00:01:36.537000,39.0,3.0,,,0 days 00:00:31.022000,0 days 00:00:41.700000,0 days 00:00:23.815000,0 days 02:03:40.474000,0 days 02:04:22.174000,0 days 02:04:45.989000,230.0,257.0,277.0,291.0,False,HARD,8.0,True,Alpine,0 days 02:03:09.462000,2024-03-02 16:06:51.893,1,18.0,False,,False,True,Bahrain,2024
0 days 02:06:22.741000,GAS,10,0 days 00:01:36.742000,40.0,3.0,,,0 days 00:00:31.023000,0 days 00:00:41.793000,0 days 00:00:23.926000,0 days 02:05:17.012000,0 days 02:05:58.805000,0 days 02:06:22.731000,232.0,256.0,277.0,290.0,False,HARD,9.0,True,Alpine,0 days 02:04:45.999000,2024-03-02 16:08:28.430,1,18.0,False,,False,True,Bahrain,2024
0 days 02:07:59.312000,GAS,10,0 days 00:01:36.571000,41.0,3.0,,,0 days 00:00:30.968000,0 days 00:00:41.751000,0 days 00:00:23.852000,0 days 02:06:53.699000,0 days 02:07:35.450000,0 days 02:07:59.302000,234.0,256.0,278.0,293.0,False,HARD,10.0,True,Alpine,0 days 02:06:22.741000,2024-03-02 16:10:05.172,1,18.0,False,,False,True,Bahrain,2024
0 days 02:09:35.943000,GAS,10,0 days 00:01:36.631000,42.0,3.0,,,0 days 00:00:30.980000,0 days 00:00:41.740000,0 days 00:00:23.911000,0 days 02:08:30.282000,0 days 02:09:12.022000,0 days 02:09:35.933000,233.0,256.0,277.0,292.0,False,HARD,11.0,True,Alpine,0 days 02:07:59.312000,2024-03-02 16:11:41.743,1,17.0,False,,False,True,Bahrain,2024
0 days 02:11:15.234000,GAS,10,0 days 00:01:39.291000,43.0,3.0,,0 days 02:11:13.617000,0 days 00:00:31.165000,0 days 00:00:41.852000,0 days 00:00:26.274000,0 days 02:10:07.098000,0 days 02:10:48.950000,0 days 02:11:15.224000,232.0,256.0,,,False,HARD,12.0,True,Alpine,0 days 02:09:35.943000,2024-03-02 16:13:18.374,1,17.0,False,,False,False,Bahrain,2024
0 days 02:13:11.715000,GAS,10,0 days 00:01:56.481000,44.0,4.0,0 days 02:11:38.724000,,0 days 00:00:51.887000,0 days 00:00:41.099000,0 days 00:00:23.495000,0 days 02:12:07.111000,0 days 02:12:48.210000,0 days 02:13:11.705000,233.0,254.0,278.0,221.0,False,SOFT,1.0,True,Alpine,0 days 02:11:15.234000,2024-03-02 16:14:57.665,1,18.0,True,TRACK LIMITS AT TURN 4 LAP 44 ,False,False,Bahrain,2024
0 days 02:14:46.520000,GAS,10,0 days 00:01:34.805000,45.0,4.0,,,0 days 00:00:30.509000,0 days 00:00:40.913000,0 days 00:00:23.383000,0 days 02:13:42.214000,0 days 02:14:23.127000,0 days 02:14:46.510000,237.0,254.0,278.0,295.0,True,SOFT,2.0,True,Alpine,0 days 02:13:11.715000,2024-03-02 16:16:54.146,1,18.0,False,,False,True,Bahrain,2024
0 days 02:16:21.813000,GAS,10,0 days 00:01:35.293000,46.0,4.0,,,0 days 00:00:30.758000,0 days 00:00:41.137000,0 days 00:00:23.398000,0 days 02:15:17.268000,0 days 02:15:58.405000,0 days 02:16:21.803000,234.0,255.0,278.0,289.0,False,SOFT,3.0,True,Alpine,0 days 02:14:46.520000,2024-03-02 16:18:28.951,1,18.0,False,,False,True,Bahrain,2024
